City,Company,Region,Position,Employment_type,Industry,Standing,Preferred_mj1,Preferred_mj2,Preferred_lang1,Preferred_lang2,Minimum_exp_years,Estimate_minimum_average_salary,
Santa Clara,Akamai,North CA,Senior Data Scientist,Full time,Information Technology,All levels,Data Mining,Machine Learning,Python,C/C++,8,136000,
Santa Barbara,Axia Technologies,South CA,Senior Software Engineer,Full time,Finance,BS,Computer Science,Information Technology,PostgreSQL,Ruby,5,NA,
San Francisco,Riviera Partners,North CA,Machine Learning Engineer,Full time,Business Services,All levels,Computer Science,Engineering,Python,Related Tools for Analysis,3,NA,
Menlo Park,Alpha Net,North CA,Network Engineer,Full time,Information Technology,NA,Related Technical Field,NA,Python,Perl,3,NA,
San Francisco,Hipcamp,North CA,Senior Software Engineer,Full time,Information Technology,NA,Related Technical Field,NA,Ruby,JavaScript,1,NA,
San Francisco,Riviera Partners,North CA,Full Stack Engineer,Full time,Business Services,NA,Related Technical Field,NA,Python,JavaScript,2,NA,
San Francisco,Zinc,North CA,Senior Android Developer,Full time,Information Technology,NA,Related Technical Field,NA,Related Programming Language,Related Tools for Analysis,1,150000,
San Francisco,Riviera Partners,North CA,Senior Backend Engineer,Full time,Business Services,All levels,Related Technical Field,NA,SQL,Python,5,NA,
San Francisco,Riviera Partners,North CA,Devops Engineer,Full time,Business Services,NA,Computer Science,Related Technical Field,Ruby,JavaScript,1,NA,
Berkeley,Caltek Staffing,North CA,Sr. Software Engineer (C# .NET Visual Studio WPF/WCF),Full time,Unknown,BS,Computer Science,Electrical Engineering,DNP,Related Tools for Analysis,1,120000,
San Ramon,atEvent (CA),North CA,IOS Software Developer,Full time,Information Technology,BS/BA,Computer Science,Related Technical Field,Swift,Related Programming Language,3,NA,
Palo Alto,LeetCode,North CA,Full Stack Software Engineer,Full time,Information Technology,BS/Above,Computer Engineering,Computer Science,Python,JavaScript,2,120000,
Santa Monica,Fair,South CA,Data Engineer,Full time,Information Technology,All levels,Related Technical Field,NA,SQL,Python,1,NA,
Los Angeles,AEG,South CA,Data Engineer,Full time,Real Estate,BS/BA,Computer Science,Engineering,SQL,C#,4,NA,
Hollywood,Ticketmaster,South CA,Data Scientist,Full time,"Arts, Entertainment & Recreation",BS,Computer Science,Statistics,Java,C/C++,2,72000,
Los Angeles,GOAT,South CA,Data Scientist,Full time,Information Technology,All levels,Computer Science,Statistics,Python,R,1,NA,
San Pedro,Walker Advertising,South CA,Data Scientist,Full time,Media,NA,Related Technical Field,NA,Related Tools for Analysis,Related Programming Language,1,70000,
Los Angeles,Neilson Financial Services,South CA,Senior Analytics & Data Scientist,Full time,Insurance,BS/BA/Above,Math,Related Technical Field,R,SQL,3,100000,
Los Angeles,Kensho,South CA,Data Scientist,Full time,Information Technology,All levels,Computer Science,Statistics,R,Python,3,120000,
Los Angeles,21st Century Fox,South CA,Data Scientist,Full time,Media,MS/PH.D,Computer Science,Engineering,Python,Spark,3,102000,
Los Angeles,Assembly,South CA,Data Scientist,Full time,Business Services,BS/BA,Related Technical Field,NA,SQL,Python,1,119000,
Los Angeles,"DeepCurrent Technologies, Inc.",South CA,Data Scientist,Full time,Information Technology,MS,Computer Science,Statistics,Python,Pandas,2,NA,
Los Angeles,Conversion Logic,South CA,Data Scientist,Full time,Information Technology,All levels,Computer Science,Statistics,Python,Related Tools for Analysis,1,NA,
Woodland Hills,AIG,South CA,Data Scientist,Full time,Insurance,NA,Related Technical Field,NA,R,Python,1,91000,
Brea,Beckman Coulter,South CA,Junior IT Data Scientist,Full time,Manfacturing,All levels,Computer Science,Statistics,SQL,R,1,90000,
Los Angeles,Superformula,South CA,UX/IA Designer,Full time,Unknown,NA,Related Technical Field,NA,InVision,Google Sheets,1,NA,
Caspex,Sunnyvale,South CA,Senior Java/J2EE Developer,Full time,Unknown,NA,Related Technical Field,NA,Java,SQL,1,NA,
Carpinteria,Procore Technologies,South CA,Senior Data Analyst,Full time,Information Technology,BS/BA,Computer Science,Statistics,SQL,Tableau,3,59000,
San Francisco,SpotOn,North CA,Underwriter I - Data Entry,Full time,Business Services,NA,Related Technical Field,NA,Related Tools for Analysis,Related Programming Language,1,35000,
San Francisco,AirPR,North CA,DATA ENGINEER,Full time,Information Technology,All levels,Computer Science,Statistics,MLlib,R,1,NA,
San Mateo,Acumen,North CA,Data and Policy Analyst - Writer/Coordinator,Full time,Government,NA,Statistics,Related Technical Field,Related Tools for Analysis,Related Programming Language,1,NA,
San Mateo,Acumen,North CA,Data and Policy Analyst - Statistical Programmer,Full time,Government,NA,Statistics,Related Technical Field,STATA,SAS,1,NA,
Los Angeles,NEXT Trucking,South CA,Senior Software Engineer - Data (Remote OK),Full time,Transportation & Logistics,BS,Computer Science,Related Technical Field,Java Microservice,Related Tools for Analysis,7,NA,
Northridge,Pharmavite,South CA,Data Engineer,Full time,Manufacturing,NA,Data engineering,Data management,Java,Python,7,112000,
Los Angeles,Honey,South CA,Senior Data Scientist,Full time,Information Technology,NA,Data Science,Related Technical Field,SQL,Python,5,NA,
Los Angeles,Honey,South CA,Senior Data Engineer,Full time,Information Technology,NA,Statistics,Related Technical Field,SQL,Python,5,NA,
Los Angeles,drchrono,South CA,Back-End Developer & API,Full time,Health Care,BS/BA,Computer Science,Web Development,Python,HTML,2,51000,
Los Angeles,SADA Systems Inc.,South CA,Senior Software Engineer,Full time,Information Technology,NA,Related Technical Field,NA,Python,Java,3,89000,
Los Angeles,SADA Systems Inc.,South CA,Senior Software Engineer (Backend),Full time,Information Technology,BS/BA,Computer Science,Related Technical Field,Python,Java,2,89000,
Los Angeles,Eze Castle Integration,South CA,Senior Systems Engineer,Full time,SectorInformation Technology,BS/BA,Computer Science,Related Technical Field,Office 365,Azure,3,63000,
Pasadena,NASA Jet Propulsion Laboratory,South CA,Senior Instrument Data Software Engineer,Full time,Federal Agencies,BS/BA/MS,Computer Science,Related Technical Field,C/C++,Python,4,120000,
Manhattan Beach,BCG Digital Ventures,South CA,Senior Data Scientist,Full time,Internet,All levels,Computer Science,Statistics,SQL,Tableau,3,91000,
Northridge,Pharmavite,South CA,Process Development Engineer,Full time,Manufacturing,BSE,Chemical Engineering,Related Technical Field,AutoCAD,Excel,0,75000,
Burbank,Warner Bros,South CA,Data Engineer,Full time,Motion Picture Production & Distribution,BS,Computer Science,Related Technical Field,Python,Java,3,111000,
Los Angeles,SADA Systems Inc.,South CA,Cloud Engineer,Full time,IT Services,BS,Computer Science,Related Technical Field,Related Tools for Analysis,Azure,1,NA,
Mountain View,Qventus,North CA,Data Scientist,Full time,Enterprise Software & Network Solutions,All levels,Related Technical Field,NA,Python,SQL,4,NA,
Santa Clara,SoundHound Inc.,North CA,Data Center Operations Manager,Full time,Computer Hardware & Software,All levels,Related Technical Field,NA,TCP/IP,Related Tools for Analysis,1,68000,
Mountain View,American Century Investments,North CA,Data Scientist,Full time,Investment Banking & Asset Management,BS/MS,Computer Science,Statistics,R,Python,5,109000,
San Jose,First Tech Federal Credit Union,North CA,Data Modeler,Full time,Banks & Credit Unions,BS/BA,Business,Statistics,DDL,Microsoft SQL,7,78000,
Mountain View,Cumulus Networks,North CA,Principal Engineer - Network Data Plane,Full time,Computer Hardware & Software,NA,Related Technical Field,NA,ASICs,Related Tools for Analysis,10,NA,
Los Altos,Netskope,North CA,Data SRE,Full time,Enterprise Software & Network Solutions,BS/Above,Computer Science,Related Technical Field,Python,Ruby,4,NA,
Los Angeles,BeyondCurious,South CA,Manager of Data Architecture,Full time,Consulting,NA,Related Technical Field,NA,CMS,Related Tools for Analysis,3,NA,
El Segundo,Beachbody,South CA,Product Data Specialist,Full time,"Health, Beauty, & Fitness",NA,Related Technical Field,NA,Microsoft Office,Excel,1,45000,
Redondo Beach,Northrop Grumman,South CA,Engineer Software 3,Full time,Aerospace,All levels,Science,Engineering,Python,C/C++,0,NA,
Pasadena,Spokeo,South CA,Senior Data Architect,Full time,Internet,BS/BA,Computer Science,Related Technical Field,Athena,EMR,5,133000,
Burbank,Deluxe Entertainment,South CA,"Manager, Data",Full time,Motion Picture Production & Distribution,BS/BA,Related Technical Field,NA,Related Tools for Analysis,SAN,1,57000,
Santa Monica,Beachbody,South CA,"Senior Engineer, Data",Full time,"Health, Beauty, & Fitness",BS/BA,Computer Science,Related Technical Field,Tableau,Hbase,7,146000,
Los Angeles,Tinder,South CA,Data Analyst,Full time,IT Services,NA,Statistics,Related Technical Field,SQL,Python,3,73500,
Rosemead,Southern California Edison,South CA,Senior Data Scientist - Clean Energy,Full time,Utilities,All levels,Computer Science,Statistics,Python,R,8,128000,
Los Angeles,One Legacy,South CA,Systems Administrator,Full time,Health Care Services & Hospitals,NA,Related Technical Field,NA,Related Tools for Analysis,Microsoft SQL,2,73000,
Los Angeles,The Honest Company (Careers Page),South CA,Senior Data Engineer,Full time,Internet,BS/BA,Computer Science,Math,SQL,Python,5,161000,
Los Angeles,Connexity,South CA,Sr. Software Engineer,Full time,Advertising & Marketing,All levels,Computer Science,Related Technical Field,Java,Python,1,120000,
Los Angeles,Connexity,South CA,Experienced Software Engineer,Full time,Advertising & Marketing,BS,Computer Science,Related Technical Field,SQL,Related Tools for Analysis,4,103000,
Los Angeles,Mitsubishi UFJ Financial Group,South CA,"Senior .Net Developer, Assistant Vice President",Full time,Banks & Credit Unions,MS,Related Technical Field,NA,SQL,C/C++,5,NA,
Pasadena,Auspion,South CA,Software Development Engineer,Full time,Electrical & Electronic Manufacturing,BS/BA,Computer Science,Related Technical Field,C/C++,Java,2,NA,
Los Angeles,Gem,South CA,Front End Engineer,Full time,Enterprise Software & Network Solutions,NA,Related Technical Field,NA,HTML,JavaScript,5,NA,
Los Angeles,ServiceTitan,South CA,Senior Data Engineer,Full time,Computer Hardware & Software,NA,Related Technical Field,NA,SQL,Java,5,158000,
El Monte,East West Bank,South CA,Sr. Data Modeler Engineer,Full time,Investment Banking & Asset Management,NA,Information Systems,Computer Science,3NF,SQL,1,95000,
Los Angeles,ZestFinance,South CA,"Director, Data Science",Full time,Financial Analytics & Research,MS/PH.D,Computer Science,Statistics,SQL,R,3,112000,
Los Angeles,Omnigon,South CA,Data Engineer,Full time,Internet,BS,Computer Science,Related Technical Field,NoSQL,Elasticsearch,1,76000,
El Segundo,PeerStreet,South CA,Data Engineer,Full time,Real Estate,All levels,Data engineering,Related Technical Field,SQL,RDBMS,3,NA,
Los Angeles,Virgin Hyperloop One,South CA,Data Engineer,Full time,Transportation Management,All levels,Data engineering,Related Technical Field,Python,GO,1,106000,
